dataset,instance_index,depot,budget_miles,algorithm,collected_prize_excluding_depot,java_raw_prize_including_depot,route_distance_miles,runtime_ms,route,raw_attention_route_distance_miles,repair_applied,feasible_under_java_miles
Capital_Cities.txt,4,"Austin,TX",4000,P-MARL,788.0,918,3911.753794,2058.711333,"Austin,TX -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Tallahassee,FL -> Montgomery,AL -> Jackson,MS -> BatonRouge,LA -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX",,,
Capital_Cities.txt,4,"Austin,TX",4000,Greedy 2,818.0,948,3994.837833,0.131125,"Austin,TX -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Charleston,WV -> Austin,TX",,,
Capital_Cities.txt,4,"Austin,TX",4000,Greedy 1,469.0,599,3752.171572,0.0505,"Austin,TX -> Albany,NY -> Annapolis,MD -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Austin,TX",,,
Capital_Cities.txt,5,"BatonRouge,LA",4000,Attention,588.0,,3985.320318,2.634048,"BatonRouge,LA -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Denver,CO -> SaltLakeCity,UT -> Cheyenne,WY -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA",3985.320318,false,true
Capital_Cities.txt,5,"BatonRouge,LA",4000,P-MARL,1170.0,1270,3790.449777,2275.760709,"BatonRouge,LA -> Jackson,MS -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Providence,RI -> Boston,MA -> Concord,NH -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> LittleRock,AR -> BatonRouge,LA",,,
Capital_Cities.txt,5,"BatonRouge,LA",4000,Greedy 2,1134.0,1234,3798.125872,0.154291,"BatonRouge,LA -> Jackson,MS -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> LittleRock,AR -> BatonRouge,LA",,,
Capital_Cities.txt,5,"BatonRouge,LA",4000,Greedy 1,540.0,640,3709.641459,0.054667,"BatonRouge,LA -> Albany,NY -> Annapolis,MD -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Jackson,MS -> BatonRouge,LA",,,
Capital_Cities.txt,6,"Bismarck,ND",4000,Attention,728.0,,3940.670832,3.23081,"Bismarck,ND -> SaintPaul,MN -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> JeffersonCity,MO -> Jackson,MS -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Indianapolis,IN -> Springfield,IL -> Bismarck,ND",3940.670832,false,true
Capital_Cities.txt,6,"Bismarck,ND",4000,P-MARL,775.0,861,3866.539865,2223.446,"Bismarck,ND -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Montpelier,VT -> Lansing,MI -> Madison,WI -> SaintPaul,MN -> Pierre,SD -> Bismarck,ND",,,
Capital_Cities.txt,6,"Bismarck,ND",4000,Greedy 2,875.0,961,3897.514718,0.126417,"Bismarck,ND -> Pierre,SD -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Frankfort,KY -> Lansing,MI -> Madison,WI -> SaintPaul,MN -> Bismarck,ND",,,
Capital_Cities.txt,6,"Bismarck,ND",4000,Greedy 1,408.0,494,3798.422157,0.038666,"Bismarck,ND -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Denver,CO -> Pierre,SD -> Bismarck,ND",,,
Capital_Cities.txt,7,"Boise,ID",4000,Attention,485.0,,3916.649081,2.460003,"Boise,ID -> CarsonCity,NV -> Pierre,SD -> Springfield,IL -> Indianapolis,IN -> JeffersonCity,MO -> Topeka,KS -> Denver,CO -> SaltLakeCity,UT -> Boise,ID",3916.649081,false,true
Capital_Cities.txt,7,"Boise,ID",4000,P-MARL,827.0,901,3967.370614,1612.669125,"Boise,ID -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Pierre,SD -> Helena,MT -> Boise,ID",,,
Capital_Cities.txt,7,"Boise,ID",4000,Greedy 2,783.0,857,3937.131585,0.091917,"Boise,ID -> Helena,MT -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> DesMoines,IA -> Lincoln,NE -> Pierre,SD -> Boise,ID",,,
Capital_Cities.txt,7,"Boise,ID",4000,Greedy 1,369.0,443,3806.862682,0.038208,"Boise,ID -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> SaltLakeCity,UT -> Boise,ID",,,
Capital_Cities.txt,8,"Boston,MA",4000,Attention,962.0,,3940.969143,3.298044,"Boston,MA -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Springfield,IL -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Albany,NY -> Concord,NH -> Providence,RI -> Boston,MA",3940.969143,false,true
Capital_Cities.txt,8,"Boston,MA",4000,P-MARL,1063.0,1119,3976.792497,2638.212083,"Boston,MA -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> DesMoines,IA -> Madison,WI -> Lansing,MI -> Columbus,OH -> Charleston,WV -> Harrisburg,PA -> Richmond,VA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Hartford,CT -> Albany,NY -> Concord,NH -> Boston,MA",,,
Capital_Cities.txt,8,"Boston,MA",4000,Greedy 2,997.0,1053,3912.709306,0.14725,"Boston,MA -> Providence,RI -> Albany,NY -> Concord,NH -> Augusta,ME -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Harrisburg,PA -> Hartford,CT -> Boston,MA",,,
Capital_Cities.txt,8,"Boston,MA",4000,Greedy 1,528.0,584,3979.230137,0.04,"Boston,MA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Columbus,OH -> Concord,NH -> Boston,MA",,,
Capital_Cities.txt,9,"CarsonCity,NV",4000,Attention,425.0,,3626.810561,2.228975,"CarsonCity,NV -> Boise,ID -> Pierre,SD -> Springfield,IL -> JeffersonCity,MO -> Cheyenne,WY -> SaltLakeCity,UT -> Sacramento,CA -> CarsonCity,NV",3626.810561,false,true
Capital_Cities.txt,9,"CarsonCity,NV",4000,P-MARL,670.0,708,3901.005621,1445.122833,"CarsonCity,NV -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> Phoenix,AZ -> SaltLakeCity,UT -> Boise,ID -> Helena,MT -> Salem,OR -> Olympia,WA -> CarsonCity,NV",,,
Capital_Cities.txt,9,"CarsonCity,NV",4000,Greedy 2,658.0,696,3957.366597,0.073583,"CarsonCity,NV -> Salem,OR -> Olympia,WA -> Helena,MT -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> CarsonCity,NV",,,
Capital_Cities.txt,9,"CarsonCity,NV",4000,Greedy 1,321.0,359,3952.977179,0.037709,"CarsonCity,NV -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Boise,ID -> CarsonCity,NV",,,
Capital_Cities.txt,10,"Charleston,WV",4000,Attention,855.0,,3979.574582,3.098011,"Charleston,WV -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Springfield,IL -> JeffersonCity,MO -> Jackson,MS -> Tallahassee,FL -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Indianapolis,IN -> Columbus,OH -> Charleston,WV",3979.574582,false,true
Capital_Cities.txt,10,"Charleston,WV",4000,P-MARL,1113.0,1129,3817.160506,2523.243667,"Charleston,WV -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Hartford,CT -> Harrisburg,PA -> Lansing,MI -> Frankfort,KY -> Indianapolis,IN -> Springfield,IL -> Columbus,OH -> Charleston,WV",,,
Capital_Cities.txt,10,"Charleston,WV",4000,Greedy 2,1103.0,1119,3911.033269,0.117417,"Charleston,WV -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Frankfort,KY -> Charleston,WV",,,
Capital_Cities.txt,10,"Charleston,WV",4000,Greedy 1,554.0,570,3874.295998,0.037083,"Charleston,WV -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Charleston,WV",,,
Capital_Cities.txt,11,"Cheyenne,WY",4000,Attention,612.0,,3892.753594,2.822876,"Cheyenne,WY -> SaintPaul,MN -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> JeffersonCity,MO -> Jackson,MS -> BatonRouge,LA -> Nashville,TN -> Indianapolis,IN -> Springfield,IL -> Cheyenne,WY",3892.753594,false,true
Capital_Cities.txt,11,"Cheyenne,WY",4000,P-MARL,865.0,1057,3780.92075,1999.688542,"Cheyenne,WY -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Frankfort,KY -> Nashville,TN -> Atlanta,GA -> Montgomery,AL -> Jackson,MS -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> OklahomaCity,OK -> Denver,CO -> Cheyenne,WY",,,
Capital_Cities.txt,11,"Cheyenne,WY",4000,Greedy 2,902.0,1094,3937.8092,0.09175,"Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Frankfort,KY -> DesMoines,IA -> Lincoln,NE -> Cheyenne,WY",,,
Capital_Cities.txt,11,"Cheyenne,WY",4000,Greedy 1,469.0,661,3964.13574,0.039416,"Cheyenne,WY -> Albany,NY -> Annapolis,MD -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Cheyenne,WY",,,
Capital_Cities.txt,12,"Columbia,SC",4000,Attention,537.0,,3339.17276,2.742767,"Columbia,SC -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Springfield,IL -> JeffersonCity,MO -> Tallahassee,FL -> Nashville,TN -> Atlanta,GA -> Columbia,SC",4006.354473,true,true
Capital_Cities.txt,12,"Columbia,SC",4000,P-MARL,929.0,1093,3947.836611,2393.335041,"Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Hartford,CT -> Richmond,VA -> Raleigh,NC -> Atlanta,GA -> Tallahassee,FL -> Montgomery,AL -> Jackson,MS -> BatonRouge,LA -> Nashville,TN -> Frankfort,KY -> Columbia,SC",,,
Capital_Cities.txt,12,"Columbia,SC",4000,Greedy 2,1021.0,1185,3886.329621,0.117875,"Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Frankfort,KY -> Columbia,SC",,,
Capital_Cities.txt,12,"Columbia,SC",4000,Greedy 1,473.0,637,3935.071778,0.035459,"Columbia,SC -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Atlanta,GA -> Columbia,SC",,,
Capital_Cities.txt,13,"Columbus,OH",4000,Attention,927.0,,3952.407818,3.387213,"Columbus,OH -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> LittleRock,AR -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Albany,NY -> Dover,DE -> Harrisburg,PA -> Columbus,OH",3952.407818,false,true
Capital_Cities.txt,13,"Columbus,OH",4000,P-MARL,999.0,1153,3956.683721,2619.283458,"Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Boston,MA -> Providence,RI -> Hartford,CT -> Harrisburg,PA -> Richmond,VA -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Nashville,TN -> Frankfort,KY -> Charleston,WV -> Columbus,OH",,,
Capital_Cities.txt,13,"Columbus,OH",4000,Greedy 2,1052.0,1206,3990.053547,0.113125,"Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> DesMoines,IA -> Columbus,OH",,,
Capital_Cities.txt,13,"Columbus,OH",4000,Greedy 1,499.0,653,3864.598327,0.038583,"Columbus,OH -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> Frankfort,KY -> Columbus,OH",,,
Capital_Cities.txt,14,"Concord,NH",4000,Attention,813.0,,3901.894948,3.245831,"Concord,NH -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Springfield,IL -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Lansing,MI -> Albany,NY -> Concord,NH",3901.894948,false,true
Capital_Cities.txt,14,"Concord,NH",4000,P-MARL,998.0,1122,3970.566739,2378.1265,"Concord,NH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Columbus,OH -> Lansing,MI -> Augusta,ME -> Boston,MA -> Providence,RI -> Hartford,CT -> Concord,NH",,,
Capital_Cities.txt,14,"Concord,NH",4000,Greedy 2,918.0,1042,3945.515162,0.124666,"Concord,NH -> Albany,NY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Providence,RI -> Boston,MA -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Harrisburg,PA -> Charleston,WV -> Hartford,CT -> Concord,NH",,,
Capital_Cities.txt,14,"Concord,NH",4000,Greedy 1,554.0,678,3981.880973,0.046,"Concord,NH -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Concord,NH",,,
Capital_Cities.txt,15,"Denver,CO",4000,Attention,703.0,,3956.324359,2.895832,"Denver,CO -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> JeffersonCity,MO -> Jackson,MS -> BatonRouge,LA -> Nashville,TN -> Indianapolis,IN -> Springfield,IL -> Cheyenne,WY -> Denver,CO",3956.324359,false,true
Capital_Cities.txt,15,"Denver,CO",4000,P-MARL,747.0,865,3530.371865,1813.75425,"Denver,CO -> JeffersonCity,MO -> Nashville,TN -> Atlanta,GA -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> DesMoines,IA -> Lincoln,NE -> SantaFe,NM -> Cheyenne,WY -> Denver,CO",,,
Capital_Cities.txt,15,"Denver,CO",4000,Greedy 2,680.0,798,3959.784229,0.080708,"Denver,CO -> Cheyenne,WY -> SaltLakeCity,UT -> Helena,MT -> Salem,OR -> Olympia,WA -> Boise,ID -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Denver,CO",,,
Capital_Cities.txt,15,"Denver,CO",4000,Greedy 1,294.0,412,3506.198318,0.054084,"Denver,CO -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Denver,CO",,,
Capital_Cities.txt,16,"DesMoines,IA",4000,Attention,693.0,,3994.147134,2.840996,"DesMoines,IA -> Madison,WI -> Topeka,KS -> Lincoln,NE -> Denver,CO -> Cheyenne,WY -> SantaFe,NM -> Austin,TX -> OklahomaCity,OK -> BatonRouge,LA -> Jackson,MS -> JeffersonCity,MO -> DesMoines,IA",3994.147134,false,true
Capital_Cities.txt,16,"DesMoines,IA",4000,P-MARL,711.0,807,3784.165892,2450.069208,"DesMoines,IA -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Frankfort,KY -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Charleston,WV -> Madison,WI -> DesMoines,IA",,,
Capital_Cities.txt,16,"DesMoines,IA",4000,Greedy 2,1108.0,1204,3842.788223,0.115166,"DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA",,,
Capital_Cities.txt,16,"DesMoines,IA",4000,Greedy 1,451.0,547,3939.36268,0.035583,"DesMoines,IA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> OklahomaCity,OK -> JeffersonCity,MO -> DesMoines,IA",,,
Capital_Cities.txt,17,"Dover,DE",4000,Attention,852.0,,3922.72028,3.321886,"Dover,DE -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Springfield,IL -> JeffersonCity,MO -> Jackson,MS -> Tallahassee,FL -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Annapolis,MD -> Dover,DE",3922.720280,false,true
Capital_Cities.txt,17,"Dover,DE",4000,P-MARL,1202.0,1262,3858.491947,2418.451,"Dover,DE -> Annapolis,MD -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> DesMoines,IA -> Madison,WI -> Lansing,MI -> Columbus,OH -> Albany,NY -> Providence,RI -> Boston,MA -> Concord,NH -> Augusta,ME -> Trenton,NJ -> Harrisburg,PA -> Dover,DE",,,
Capital_Cities.txt,17,"Dover,DE",4000,Greedy 2,1010.0,1070,3973.200584,0.122958,"Dover,DE -> Annapolis,MD -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Frankfort,KY -> Charleston,WV -> Dover,DE",,,
Capital_Cities.txt,17,"Dover,DE",4000,Greedy 1,582.0,642,3984.865966,0.035959,"Dover,DE -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Richmond,VA -> Dover,DE",,,
Capital_Cities.txt,18,"Frankfort,KY",4000,Attention,855.0,,3893.861378,3.066063,"Frankfort,KY -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Springfield,IL -> JeffersonCity,MO -> Jackson,MS -> Tallahassee,FL -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Indianapolis,IN -> Columbus,OH -> Frankfort,KY",3893.861378,false,true
Capital_Cities.txt,18,"Frankfort,KY",4000,P-MARL,1160.0,1204,3999.270299,2713.248875,"Frankfort,KY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Boston,MA -> Providence,RI -> Hartford,CT -> Harrisburg,PA -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Springfield,IL -> Columbus,OH -> Frankfort,KY",,,
